"Tabela 6579 - População residente estimada"
"Variável - População residente estimada (Pessoas)"
"Cód.";"Município";"Ano"
"1703602";"Brasilândia do Tocantins (TO)";"2199"
"1703701";"Brejinho de Nazaré (TO)";"5499"
"1703800";"Buriti do Tocantins (TO)";"11135"
"1703826";"Cachoeirinha (TO)";"2276"
"1703842";"Campos Lindos (TO)";"9795"
"1703867";"Cariri do Tocantins (TO)";"4296"
"1703883";"Carmolândia (TO)";"2555"
"1703891";"Carrasco Bonito (TO)";"4055"
"1703909";"Caseara (TO)";"5265"
"1704105";"Centenário (TO)";"2866"
"1704600";"Chapada de Areia (TO)";"1407"
"1705102";"Chapada da Natividade (TO)";"3364"
"1705508";"Colinas do Tocantins (TO)";"34839"
"1705557";"Combinado (TO)";"4874"
"1705607";"Conceição do Tocantins (TO)";"4179"
"1706001";"Couto Magalhães (TO)";"5529"
"1706100";"Cristalândia (TO)";"7374"
"1706258";"Crixás do Tocantins (TO)";"1708"
"1706506";"Darcinópolis (TO)";"5988"
"1707009";"Dianópolis (TO)";"21738"
"1707108";"Divinópolis do Tocantins (TO)";"6868"
"1707207";"Dois Irmãos do Tocantins (TO)";"7286"
"1707306";"Dueré (TO)";"4727"
"1707405";"Esperantina (TO)";"10793"
"1707553";"Fátima (TO)";"3879"
"1707652";"Figueirópolis (TO)";"5352"
"1707702";"Filadélfia (TO)";"8893"
"1708205";"Formoso do Araguaia (TO)";"18684"
"1708254";"Tabocão (TO)";"2584"
"1708304";"Goianorte (TO)";"5153"
"1709005";"Goiatins (TO)";"12973"
"1709302";"Guaraí (TO)";"25642"
"1709500";"Gurupi (TO)";"85523"
"1709807";"Ipueiras (TO)";"1955"
"1710508";"Itacajá (TO)";"7456"
"1710706";"Itaguatins (TO)";"5980"
"1710904";"Itapiratins (TO)";"3772"
"1711100";"Itaporã do Tocantins (TO)";"2465"
"1711506";"Jaú do Tocantins (TO)";"3821"
"1711803";"Juarina (TO)";"2229"
"1711902";"Lagoa da Confusão (TO)";"12808"
"1711951";"Lagoa do Tocantins (TO)";"4191"
"1712009";"Lajeado (TO)";"3092"
"1712157";"Lavandeira (TO)";"1875"
"1712405";"Lizarda (TO)";"3787"
"1712454";"Luzinópolis (TO)";"3038"
"1712504";"Marianópolis do Tocantins (TO)";"5054"
"1712702";"Mateiros (TO)";"2614"
"1712801";"Maurilândia do Tocantins (TO)";"3409"
"1713205";"Miracema do Tocantins (TO)";"19055"
"1713304";"Miranorte (TO)";"13426"
"1713601";"Monte do Carmo (TO)";"7770"
"1713700";"Monte Santo do Tocantins (TO)";"2264"
"1713809";"Palmeiras do Tocantins (TO)";"6535"
"1713957";"Muricilândia (TO)";"3507"
"1714203";"Natividade (TO)";"9312"
"1714302";"Nazaré (TO)";"4060"
"1714880";"Nova Olinda (TO)";"11715"
"1715002";"Nova Rosalândia (TO)";"4203"
"1715101";"Novo Acordo (TO)";"4267"
"1715150";"Novo Alegre (TO)";"2353"
"1715259";"Novo Jardim (TO)";"2697"
"1715507";"Oliveira de Fátima (TO)";"1110"
"1715705";"Palmeirante (TO)";"5859"
"1715754";"Palmeirópolis (TO)";"7687"
"1716109";"Paraíso do Tocantins (TO)";"50360"
"1716208";"Paranã (TO)";"10562"
"1716307";"Pau D'Arco (TO)";"4853"
"1716505";"Pedro Afonso (TO)";"13288"
"1716604";"Peixe (TO)";"11591"
"1716653";"Pequizeiro (TO)";"5453"
"1716703";"Colméia (TO)";"8409"
"1717008";"Pindorama do Tocantins (TO)";"4520"
"1717206";"Piraquê (TO)";"3044"
"1717503";"Pium (TO)";"7536"
"1717800";"Ponte Alta do Bom Jesus (TO)";"4645"
"1717909";"Ponte Alta do Tocantins (TO)";"7949"
"1718006";"Porto Alegre do Tocantins (TO)";"3102"
"1718204";"Porto Nacional (TO)";"52828"
"1718303";"Praia Norte (TO)";"8365"
"1718402";"Presidente Kennedy (TO)";"3733"
"1718451";"Pugmil (TO)";"2650"
"1718501";"Recursolândia (TO)";"4230"
"1718550";"Riachinho (TO)";"4601"
"1718659";"Rio da Conceição (TO)";"2061"
"1718709";"Rio dos Bois (TO)";"2810"
"1718758";"Rio Sono (TO)";"6512"
"1718808";"Sampaio (TO)";"4579"
"1718840";"Sandolândia (TO)";"3410"
"1718865";"Santa Fé do Araguaia (TO)";"7402"
"1718881";"Santa Maria do Tocantins (TO)";"3356"
"1718899";"Santa Rita do Tocantins (TO)";"2343"
"1718907";"Santa Rosa do Tocantins (TO)";"4833"
"1719004";"Santa Tereza do Tocantins (TO)";"2825"
"1720002";"Santa Terezinha do Tocantins (TO)";"2550"
"1720101";"São Bento do Tocantins (TO)";"5231"
"1720150";"São Félix do Tocantins (TO)";"1571"
"1720200";"São Miguel do Tocantins (TO)";"11906"
"1720259";"São Salvador do Tocantins (TO)";"3084"
"1720309";"São Sebastião do Tocantins (TO)";"4749"
"1720499";"São Valério (TO)";"4111"
"1720655";"Silvanópolis (TO)";"5399"
"1720804";"Sítio Novo do Tocantins (TO)";"9192"
"1720853";"Sucupira (TO)";"1941"
"1720903";"Taguatinga (TO)";"16530"
"1720937";"Taipas do Tocantins (TO)";"2130"
"1720978";"Talismã (TO)";"2777"
"1721000";"Palmas (TO)";"286787"
"1721109";"Tocantínia (TO)";"7460"
"1721208";"Tocantinópolis (TO)";"23119"
"1721257";"Tupirama (TO)";"1843"
"1721307";"Tupiratins (TO)";"2574"
"1722081";"Wanderlândia (TO)";"11677"
"1722107";"Xambioá (TO)";"11683"
"2100055";"Açailândia (MA)";"111339"
"2100105";"Afonso Cunha (MA)";"6486"
"2100154";"Água Doce do Maranhão (MA)";"12457"
"2100204";"Alcântara (MA)";"21673"
"2100303";"Aldeias Altas (MA)";"26387"
"2100402";"Altamira do Maranhão (MA)";"8070"
"2100436";"Alto Alegre do Maranhão (MA)";"26872"
"2100477";"Alto Alegre do Pindaré (MA)";"31312"
"2100501";"Alto Parnaíba (MA)";"11001"
"2100550";"Amapá do Maranhão (MA)";"6895"
"2100600";"Amarante do Maranhão (MA)";"41106"
"2100709";"Anajatuba (MA)";"27352"
"2100808";"Anapurus (MA)";"15696"
"2100832";"Apicum-Açu (MA)";"18374"
"2100873";"Araguanã (MA)";"15332"
"2100907";"Araioses (MA)";"46074"
"2100956";"Arame (MA)";"32145"
"2101004";"Arari (MA)";"29388"
"2101103";"Axixá (MA)";"11975"
"2101202";"Bacabal (MA)";"103359"
"2101251";"Bacabeira (MA)";"17053"
"2101301";"Bacuri (MA)";"17435"
"2101350";"Bacurituba (MA)";"5574"
"2101400";"Balsas (MA)";"94779"
"2101509";"Barão de Grajaú (MA)";"18619"
"2101608";"Barra do Corda (MA)";"87135"
"2101707";"Barreirinhas (MA)";"62458"
"2101731";"Belágua (MA)";"7422"
"2101772";"Bela Vista do Maranhão (MA)";"11103"
"2101806";"Benedito Leite (MA)";"5528"
"2101905";"Bequimão (MA)";"20881"
"2101939";"Bernardo do Mearim (MA)";"5973"
"2101970";"Boa Vista do Gurupi (MA)";"9320"
"2102002";"Bom Jardim (MA)";"41120"
"2102036";"Bom Jesus das Selvas (MA)";"34278"
"2102077";"Bom Lugar (MA)";"16214"
"2102101";"Brejo (MA)";"36102"
"2102150";"Brejo de Areia (MA)";"8696"
"2102200";"Buriti (MA)";"28306"
"2102309";"Buriti Bravo (MA)";"23495"
"2102325";"Buriticupu (MA)";"71979"
"2102358";"Buritirana (MA)";"15180"
"2102374";"Cachoeira Grande (MA)";"8930"
"2102408";"Cajapió (MA)";"11019"
"2102507";"Cajari (MA)";"19110"
"2102556";"Campestre do Maranhão (MA)";"14219"
"2102606";"Cândido Mendes (MA)";"19943"
"2102705";"Cantanhede (MA)";"21759"
"2102754";"Capinzal do Norte (MA)";"10713"
"2102804";"Carolina (MA)";"23803"
"2102903";"Carutapera (MA)";"23576"
"2103000";"Caxias (MA)";"162657"
"2103109";"Cedral (MA)";"10490"
"2103125";"Central do Maranhão (MA)";"8615"
"2103158";"Centro do Guilherme (MA)";"13555"
"2103174";"Centro Novo do Maranhão (MA)";"21565"
"2103208";"Chapadinha (MA)";"78965"
"2103257";"Cidelândia (MA)";"14539"
"2103307";"Codó (MA)";"120810"
"2103406";"Coelho Neto (MA)";"48756"
"2103505";"Colinas (MA)";"40575"
"2103554";"Conceição do Lago-Açu (MA)";"16192"
"2103604";"Coroatá (MA)";"64403"
"2103703";"Cururupu (MA)";"30706"
"2103752";"Davinópolis (MA)";"12659"
"2103802";"Dom Pedro (MA)";"22912"
"2103901";"Duque Bacelar (MA)";"11208"
"2104008";"Esperantinópolis (MA)";"16653"
"2104057";"Estreito (MA)";"42110"
"2104073";"Feira Nova do Maranhão (MA)";"8372"
"2104081";"Fernando Falcão (MA)";"10326"
"2104099";"Formosa da Serra Negra (MA)";"18997"
"2104107";"Fortaleza dos Nogueiras (MA)";"12403"
"2104206";"Fortuna (MA)";"15262"
"2104305";"Godofredo Viana (MA)";"11830"
"2104404";"Gonçalves Dias (MA)";"17586"
"2104503";"Governador Archer (MA)";"10700"
"2104552";"Governador Edison Lobão (MA)";"18316"
"2104602";"Governador Eugênio Barros (MA)";"16582"
"2104628";"Governador Luiz Rocha (MA)";"7708"
"2104651";"Governador Newton Bello (MA)";"9921"
"2104677";"Governador Nunes Freire (MA)";"24991"
"2104701";"Graça Aranha (MA)";"6134"
"2104800";"Grajaú (MA)";"69232"
"2104909";"Guimarães (MA)";"11728"
"2105005";"Humberto de Campos (MA)";"28509"
"2105104";"Icatu (MA)";"26835"
"2105153";"Igarapé do Meio (MA)";"14147"
"2105203";"Igarapé Grande (MA)";"11206"
"2105302";"Imperatriz (MA)";"254569"
"2105351";"Itaipava do Grajaú (MA)";"16009"
"2105401";"Itapecuru Mirim (MA)";"67726"
"2105427";"Itinga do Maranhão (MA)";"25589"
"2105450";"Jatobá (MA)";"10221"
"2105476";"Jenipapo dos Vieiras (MA)";"16321"
"2105500";"João Lisboa (MA)";"23042"
"2105609";"Joselândia (MA)";"15891"
"2105658";"Junco do Maranhão (MA)";"3237"
"2105708";"Lago da Pedra (MA)";"49856"
"2105807";"Lago do Junco (MA)";"10672"
"2105906";"Lago Verde (MA)";"16025"
"2105922";"Lagoa do Mato (MA)";"11048"
"2105948";"Lago dos Rodrigues (MA)";"8664"
"2105963";"Lagoa Grande do Maranhão (MA)";"11286"
"2105989";"Lajeado Novo (MA)";"7489"
"2106003";"Lima Campos (MA)";"11695"
"2106102";"Loreto (MA)";"12009"
"2106201";"Luís Domingues (MA)";"6867"
"2106300";"Magalhães de Almeida (MA)";"19779"
"2106326";"Maracaçumé (MA)";"21293"
"2106359";"Marajá do Sena (MA)";"7604"
"2106375";"Maranhãozinho (MA)";"16366"
"2106409";"Mata Roma (MA)";"16745"
"2106508";"Matinha (MA)";"23091"
"2106607";"Matões (MA)";"33374"
"2106631";"Matões do Norte (MA)";"16908"
"2106672";"Milagres do Maranhão (MA)";"8326"
"2106706";"Mirador (MA)";"20613"
"2106755";"Miranda do Norte (MA)";"28456"
"2106805";"Mirinzal (MA)";"14744"
"2106904";"Monção (MA)";"33156"
"2107001";"Montes Altos (MA)";"8889"
"2107100";"Morros (MA)";"19282"
"2107209";"Nina Rodrigues (MA)";"14489"
"2107258";"Nova Colinas (MA)";"5350"
"2107308";"Nova Iorque (MA)";"4586"
"2107357";"Nova Olinda do Maranhão (MA)";"20768"
"2107407";"Olho d'Água das Cunhãs (MA)";"19206"
"2107456";"Olinda Nova do Maranhão (MA)";"14637"
"2107506";"Paço do Lumiar (MA)";"122420"
"2107605";"Palmeirândia (MA)";"19424"
"2107704";"Paraibano (MA)";"21116"
"2107803";"Parnarama (MA)";"34375"
"2107902";"Passagem Franca (MA)";"18839"
"2108009";"Pastos Bons (MA)";"19271"
"2108058";"Paulino Neves (MA)";"15937"
"2108108";"Paulo Ramos (MA)";"20657"
"2108207";"Pedreiras (MA)";"38365"
"2108256";"Pedro do Rosário (MA)";"25000"
"2108306";"Penalva (MA)";"38144"
"2108405";"Peri Mirim (MA)";"14074"
"2108454";"Peritoró (MA)";"23019"
"2108504";"Pindaré-Mirim (MA)";"32488"
"2108603";"Pinheiro (MA)";"82374"
"2108702";"Pio XII (MA)";"20861"
"2108801";"Pirapemas (MA)";"18413"
"2108900";"Poção de Pedras (MA)";"17023"
"2109007";"Porto Franco (MA)";"23760"
"2109056";"Porto Rico do Maranhão (MA)";"5819"
