"Tabela 6579 - População residente estimada"
"Variável - População residente estimada (Pessoas)"
"Cód.";"Município";"Ano"
"1500404";"Alenquer (PA)";"54960"
"1500503";"Almeirim (PA)";"33282"
"1500602";"Altamira (PA)";"109938"
"1500701";"Anajás (PA)";"28012"
"1500800";"Ananindeua (PA)";"510834"
"1500859";"Anapu (PA)";"26271"
"1500909";"Augusto Corrêa (PA)";"44227"
"1500958";"Aurora do Pará (PA)";"29991"
"1501006";"Aveiro (PA)";"15950"
"1501105";"Bagre (PA)";"29065"
"1501204";"Baião (PA)";"44956"
"1501253";"Bannach (PA)";"3233"
"1501303";"Barcarena (PA)";"118537"
"1501402";"Belém (PA)";"1446042"
"1501451";"Belterra (PA)";"17145"
"1501501";"Benevides (PA)";"59836"
"1501576";"Bom Jesus do Tocantins (PA)";"16375"
"1501600";"Bonito (PA)";"15563"
"1501709";"Bragança (PA)";"122881"
"1501725";"Brasil Novo (PA)";"14834"
"1501758";"Brejo Grande do Araguaia (PA)";"7206"
"1501782";"Breu Branco (PA)";"62737"
"1501808";"Breves (PA)";"99080"
"1501907";"Bujaru (PA)";"28016"
"1501956";"Cachoeira do Piriá (PA)";"32139"
"1502004";"Cachoeira do Arari (PA)";"22786"
"1502103";"Cametá (PA)";"132515"
"1502152";"Canaã dos Carajás (PA)";"34853"
"1502202";"Capanema (PA)";"66759"
"1502301";"Capitão Poço (PA)";"52768"
"1502400";"Castanhal (PA)";"192571"
"1502509";"Chaves (PA)";"22821"
"1502608";"Colares (PA)";"11721"
"1502707";"Conceição do Araguaia (PA)";"46485"
"1502756";"Concórdia do Pará (PA)";"31884"
"1502764";"Cumaru do Norte (PA)";"12765"
"1502772";"Curionópolis (PA)";"17578"
"1502806";"Curralinho (PA)";"32881"
"1502855";"Curuá (PA)";"13783"
"1502905";"Curuçá (PA)";"38391"
"1502939";"Dom Eliseu (PA)";"57251"
"1502954";"Eldorado do Carajás (PA)";"32780"
"1503002";"Faro (PA)";"7168"
"1503044";"Floresta do Araguaia (PA)";"19508"
"1503077";"Garrafão do Norte (PA)";"25345"
"1503093";"Goianésia do Pará (PA)";"38677"
"1503101";"Gurupá (PA)";"32049"
"1503200";"Igarapé-Açu (PA)";"37547"
"1503309";"Igarapé-Miri (PA)";"60675"
"1503408";"Inhangapi (PA)";"11224"
"1503457";"Ipixuna do Pará (PA)";"60433"
"1503507";"Irituia (PA)";"31664"
"1503606";"Itaituba (PA)";"98485"
"1503705";"Itupiranga (PA)";"51806"
"1503754";"Jacareacanga (PA)";"8852"
"1503804";"Jacundá (PA)";"56781"
"1503903";"Juruti (PA)";"55179"
"1504000";"Limoeiro do Ajuru (PA)";"27760"
"1504059";"Mãe do Rio (PA)";"29112"
"1504109";"Magalhães Barata (PA)";"8298"
"1504208";"Marabá (PA)";"266932"
"1504307";"Maracanã (PA)";"28668"
"1504406";"Marapanim (PA)";"27471"
"1504422";"Marituba (PA)";"125435"
"1504455";"Medicilândia (PA)";"30315"
"1504505";"Melgaço (PA)";"26652"
"1504604";"Mocajuba (PA)";"29846"
"1504703";"Moju (PA)";"78629"
"1504752";"Mojuí dos Campos (PA)";"15548"
"1504802";"Monte Alegre (PA)";"56391"
"1504901";"Muaná (PA)";"38616"
"1504950";"Nova Esperança do Piriá (PA)";"20727"
"1504976";"Nova Ipixuna (PA)";"16032"
"1505007";"Nova Timboteua (PA)";"14791"
"1505031";"Novo Progresso (PA)";"25102"
"1505064";"Novo Repartimento (PA)";"72347"
"1505106";"Óbidos (PA)";"50596"
"1505205";"Oeiras do Pará (PA)";"31257"
"1505304";"Oriximiná (PA)";"70071"
"1505403";"Ourém (PA)";"17237"
"1505437";"Ourilândia do Norte (PA)";"31359"
"1505486";"Pacajá (PA)";"45596"
"1505494";"Palestina do Pará (PA)";"7404"
"1505502";"Paragominas (PA)";"108547"
"1505536";"Parauapebas (PA)";"196259"
"1505551";"Pau D'Arco (PA)";"5436"
"1505601";"Peixe-Boi (PA)";"7867"
"1505635";"Piçarra (PA)";"12653"
"1505650";"Placas (PA)";"29336"
"1505700";"Ponta de Pedras (PA)";"29700"
"1505809";"Portel (PA)";"59322"
"1505908";"Porto de Moz (PA)";"39246"
"1506005";"Prainha (PA)";"29132"
"1506104";"Primavera (PA)";"10510"
"1506112";"Quatipuru (PA)";"13142"
"1506138";"Redenção (PA)";"81647"
"1506161";"Rio Maria (PA)";"17721"
"1506187";"Rondon do Pará (PA)";"50460"
"1506195";"Rurópolis (PA)";"47971"
"1506203";"Salinópolis (PA)";"39328"
"1506302";"Salvaterra (PA)";"22740"
"1506351";"Santa Bárbara do Pará (PA)";"20077"
"1506401";"Santa Cruz do Arari (PA)";"9635"
"1506500";"Santa Izabel do Pará (PA)";"67686"
"1506559";"Santa Luzia do Pará (PA)";"19348"
"1506583";"Santa Maria das Barreiras (PA)";"20396"
"1506609";"Santa Maria do Pará (PA)";"24059"
"1506708";"Santana do Araguaia (PA)";"68934"
"1506807";"Santarém (PA)";"294447"
"1506906";"Santarém Novo (PA)";"6482"
"1507003";"Santo Antônio do Tauá (PA)";"30129"
"1507102";"São Caetano de Odivelas (PA)";"17492"
"1507151";"São Domingos do Araguaia (PA)";"24659"
"1507201";"São Domingos do Capim (PA)";"30987"
"1507300";"São Félix do Xingu (PA)";"120580"
"1507409";"São Francisco do Pará (PA)";"15418"
"1507458";"São Geraldo do Araguaia (PA)";"24394"
"1507466";"São João da Ponta (PA)";"5884"
"1507474";"São João de Pirabas (PA)";"22207"
"1507508";"São João do Araguaia (PA)";"13569"
"1507607";"São Miguel do Guamá (PA)";"56667"
"1507706";"São Sebastião da Boa Vista (PA)";"25540"
"1507755";"Sapucaia (PA)";"5678"
"1507805";"Senador José Porfírio (PA)";"11587"
"1507904";"Soure (PA)";"24488"
"1507953";"Tailândia (PA)";"100300"
"1507961";"Terra Alta (PA)";"11262"
"1507979";"Terra Santa (PA)";"18105"
"1508001";"Tomé-Açu (PA)";"61095"
"1508035";"Tracuateua (PA)";"29793"
"1508050";"Trairão (PA)";"18280"
"1508084";"Tucumã (PA)";"37920"
"1508100";"Tucuruí (PA)";"108885"
"1508126";"Ulianópolis (PA)";"55739"
"1508159";"Uruará (PA)";"44370"
"1508209";"Vigia (PA)";"51705"
"1508308";"Viseu (PA)";"59401"
"1508357";"Vitória do Xingu (PA)";"14566"
"1508407";"Xinguara (PA)";"43188"
"1600055";"Serra do Navio (AP)";"5025"
"1600105";"Amapá (AP)";"8690"
"1600154";"Pedra Branca do Amapari (AP)";"14560"
"1600204";"Calçoene (AP)";"10345"
"1600212";"Cutias (AP)";"5523"
"1600238";"Ferreira Gomes (AP)";"7087"
"1600253";"Itaubal (AP)";"5061"
"1600279";"Laranjal do Jari (AP)";"46639"
"1600303";"Macapá (AP)";"465495"
"1600402";"Mazagão (AP)";"19981"
"1600501";"Oiapoque (AP)";"24892"
"1600535";"Porto Grande (AP)";"20143"
"1600550";"Pracuúba (AP)";"4655"
"1600600";"Santana (AP)";"113854"
"1600709";"Tartarugalzinho (AP)";"15665"
"1600808";"Vitória do Jari (AP)";"14680"
"1700251";"Abreulândia (TO)";"2555"
"1700301";"Aguiarnópolis (TO)";"6307"
"1700350";"Aliança do Tocantins (TO)";"5565"
"1700400";"Almas (TO)";"7340"
"1700707";"Alvorada (TO)";"8526"
"1701002";"Ananás (TO)";"9798"
"1701051";"Angico (TO)";"3401"
"1701101";"Aparecida do Rio Negro (TO)";"4672"
"1701309";"Aragominas (TO)";"5887"
"1701903";"Araguacema (TO)";"6934"
"1702000";"Araguaçu (TO)";"8734"
"1702109";"Araguaína (TO)";"173112"
"1702158";"Araguanã (TO)";"5581"
"1702208";"Araguatins (TO)";"34810"
"1702307";"Arapoema (TO)";"6777"
"1702406";"Arraias (TO)";"10752"
"1702554";"Augustinópolis (TO)";"17861"
"1702703";"Aurora do Tocantins (TO)";"3709"
"1702901";"Axixá do Tocantins (TO)";"9741"
"1703008";"Babaçulândia (TO)";"10744"
"1703057";"Bandeirantes do Tocantins (TO)";"3460"
"1703073";"Barra do Ouro (TO)";"4503"
"1703107";"Barrolândia (TO)";"5622"
"1703206";"Bernardo Sayão (TO)";"4525"
"1703305";"Bom Jesus do Tocantins (TO)";"4590"
"1703602";"Brasilândia do Tocantins (TO)";"2188"
"1703701";"Brejinho de Nazaré (TO)";"5475"
"1703800";"Buriti do Tocantins (TO)";"10988"
"1703826";"Cachoeirinha (TO)";"2266"
"1703842";"Campos Lindos (TO)";"9604"
"1703867";"Cariri do Tocantins (TO)";"4238"
"1703883";"Carmolândia (TO)";"2531"
"1703891";"Carrasco Bonito (TO)";"4019"
"1703909";"Caseara (TO)";"5193"
"1704105";"Centenário (TO)";"2835"
"1704600";"Chapada de Areia (TO)";"1402"
"1705102";"Chapada da Natividade (TO)";"3363"
"1705508";"Colinas do Tocantins (TO)";"34416"
"1705557";"Combinado (TO)";"4863"
"1705607";"Conceição do Tocantins (TO)";"4194"
"1706001";"Couto Magalhães (TO)";"5477"
"1706100";"Cristalândia (TO)";"7380"
"1706258";"Crixás do Tocantins (TO)";"1694"
"1706506";"Darcinópolis (TO)";"5912"
"1707009";"Dianópolis (TO)";"21457"
"1707108";"Divinópolis do Tocantins (TO)";"6823"
"1707207";"Dois Irmãos do Tocantins (TO)";"7294"
"1707306";"Dueré (TO)";"4725"
"1707405";"Esperantina (TO)";"10651"
"1707553";"Fátima (TO)";"3882"
"1707652";"Figueirópolis (TO)";"5369"
"1707702";"Filadélfia (TO)";"8871"
"1708205";"Formoso do Araguaia (TO)";"18713"
"1708254";"Tabocão (TO)";"2570"
"1708304";"Goianorte (TO)";"5144"
"1709005";"Goiatins (TO)";"12894"
"1709302";"Guaraí (TO)";"25399"
"1709500";"Gurupi (TO)";"84628"
"1709807";"Ipueiras (TO)";"1918"
"1710508";"Itacajá (TO)";"7434"
"1710706";"Itaguatins (TO)";"6007"
"1710904";"Itapiratins (TO)";"3752"
"1711100";"Itaporã do Tocantins (TO)";"2470"
"1711506";"Jaú do Tocantins (TO)";"3791"
"1711803";"Juarina (TO)";"2237"
"1711902";"Lagoa da Confusão (TO)";"12501"
"1711951";"Lagoa do Tocantins (TO)";"4115"
"1712009";"Lajeado (TO)";"3059"
"1712157";"Lavandeira (TO)";"1845"
"1712405";"Lizarda (TO)";"3791"
"1712454";"Luzinópolis (TO)";"2992"
"1712504";"Marianópolis do Tocantins (TO)";"4976"
"1712702";"Mateiros (TO)";"2570"
"1712801";"Maurilândia do Tocantins (TO)";"3386"
"1713205";"Miracema do Tocantins (TO)";"19340"
"1713304";"Miranorte (TO)";"13363"
"1713601";"Monte do Carmo (TO)";"7654"
"1713700";"Monte Santo do Tocantins (TO)";"2248"
"1713809";"Palmeiras do Tocantins (TO)";"6450"
"1713957";"Muricilândia (TO)";"3470"
"1714203";"Natividade (TO)";"9301"
"1714302";"Nazaré (TO)";"4118"
"1714880";"Nova Olinda (TO)";"11616"
"1715002";"Nova Rosalândia (TO)";"4159"
"1715101";"Novo Acordo (TO)";"4213"
"1715150";"Novo Alegre (TO)";"2352"
"1715259";"Novo Jardim (TO)";"2674"
"1715507";"Oliveira de Fátima (TO)";"1104"
"1715705";"Palmeirante (TO)";"5757"
"1715754";"Palmeirópolis (TO)";"7666"
"1716109";"Paraíso do Tocantins (TO)";"49727"
"1716208";"Paranã (TO)";"10568"
"1716307";"Pau D'Arco (TO)";"4834"
"1716505";"Pedro Afonso (TO)";"13097"
"1716604";"Peixe (TO)";"11467"
"1716653";"Pequizeiro (TO)";"5418"
"1716703";"Colméia (TO)";"8465"
"1717008";"Pindorama do Tocantins (TO)";"4534"
"1717206";"Piraquê (TO)";"3038"
"1717503";"Pium (TO)";"7447"
"1717800";"Ponte Alta do Bom Jesus (TO)";"4647"
"1717909";"Ponte Alta do Tocantins (TO)";"7872"
"1718006";"Porto Alegre do Tocantins (TO)";"3071"
"1718204";"Porto Nacional (TO)";"52510"
"1718303";"Praia Norte (TO)";"8298"
"1718402";"Presidente Kennedy (TO)";"3738"
"1718451";"Pugmil (TO)";"2621"
"1718501";"Recursolândia (TO)";"4182"
"1718550";"Riachinho (TO)";"4561"
"1718659";"Rio da Conceição (TO)";"2021"
"1718709";"Rio dos Bois (TO)";"2787"
"1718758";"Rio Sono (TO)";"6500"
"1718808";"Sampaio (TO)";"4498"
"1718840";"Sandolândia (TO)";"3410"
"1718865";"Santa Fé do Araguaia (TO)";"7318"
"1718881";"Santa Maria do Tocantins (TO)";"3305"
"1718899";"Santa Rita do Tocantins (TO)";"2322"
"1718907";"Santa Rosa do Tocantins (TO)";"4814"
"1719004";"Santa Tereza do Tocantins (TO)";"2794"
"1720002";"Santa Terezinha do Tocantins (TO)";"2548"
"1720101";"São Bento do Tocantins (TO)";"5164"
"1720150";"São Félix do Tocantins (TO)";"1559"
"1720200";"São Miguel do Tocantins (TO)";"11754"
"1720259";"São Salvador do Tocantins (TO)";"3071"
"1720309";"São Sebastião do Tocantins (TO)";"4702"
"1720499";"São Valério (TO)";"4161"
"1720655";"Silvanópolis (TO)";"5372"
"1720804";"Sítio Novo do Tocantins (TO)";"9217"
"1720853";"Sucupira (TO)";"1921"
"1720903";"Taguatinga (TO)";"16386"
"1720937";"Taipas do Tocantins (TO)";"2112"
"1720978";"Talismã (TO)";"2757"
"1721000";"Palmas (TO)";"279856"
"1721109";"Tocantínia (TO)";"7387"
"1721208";"Tocantinópolis (TO)";"23130"
"1721257";"Tupirama (TO)";"1813"
"1721307";"Tupiratins (TO)";"2518"
"1722081";"Wanderlândia (TO)";"11622"
"1722107";"Xambioá (TO)";"11695"
"2100055";"Açailândia (MA)";"110543"
"2100105";"Afonso Cunha (MA)";"6421"
"2100154";"Água Doce do Maranhão (MA)";"12360"
"2100204";"Alcântara (MA)";"21667"
"2100303";"Aldeias Altas (MA)";"26115"
"2100402";"Altamira do Maranhão (MA)";"10210"
"2100436";"Alto Alegre do Maranhão (MA)";"26619"
"2100477";"Alto Alegre do Pindaré (MA)";"31303"
"2100501";"Alto Parnaíba (MA)";"10979"
"2100550";"Amapá do Maranhão (MA)";"6844"
"2100600";"Amarante do Maranhão (MA)";"40756"
"2100709";"Anajatuba (MA)";"27125"
"2100808";"Anapurus (MA)";"15499"
"2100832";"Apicum-Açu (MA)";"18169"
"2100873";"Araguanã (MA)";"15182"
"2100907";"Araioses (MA)";"45680"
"2100956";"Arame (MA)";"32083"
"2101004";"Arari (MA)";"29297"
"2101103";"Axixá (MA)";"11915"
"2101202";"Bacabal (MA)";"103020"
"2101251";"Bacabeira (MA)";"16812"
"2101301";"Bacuri (MA)";"17388"
"2101350";"Bacurituba (MA)";"5544"
"2101400";"Balsas (MA)";"93511"
"2101509";"Barão de Grajaú (MA)";"18496"
"2101608";"Barra do Corda (MA)";"86662"
"2101707";"Barreirinhas (MA)";"61621"
"2101731";"Belágua (MA)";"7350"
"2101772";"Bela Vista do Maranhão (MA)";"11020"
"2101806";"Benedito Leite (MA)";"5524"
"2101905";"Bequimão (MA)";"20867"
"2101939";"Bernardo do Mearim (MA)";"5938"
"2101970";"Boa Vista do Gurupi (MA)";"9164"
"2102002";"Bom Jardim (MA)";"40898"
"2102036";"Bom Jesus das Selvas (MA)";"33615"
"2102077";"Bom Lugar (MA)";"16041"
"2102101";"Brejo (MA)";"35799"
"2102150";"Brejo de Areia (MA)";"10444"
"2102200";"Buriti (MA)";"28170"
"2102309";"Buriti Bravo (MA)";"23437"
"2102325";"Buriticupu (MA)";"71227"
"2102358";"Buritirana (MA)";"15142"
"2102374";"Cachoeira Grande (MA)";"8878"
"2102408";"Cajapió (MA)";"10975"
"2102507";"Cajari (MA)";"19030"
"2102556";"Campestre do Maranhão (MA)";"14127"
"2102606";"Cândido Mendes (MA)";"19827"
"2102705";"Cantanhede (MA)";"21617"
"2102754";"Capinzal do Norte (MA)";"10716"
"2102804";"Carolina (MA)";"23833"
"2102903";"Carutapera (MA)";"23404"
"2103000";"Caxias (MA)";"161926"
"2103109";"Cedral (MA)";"10473"
"2103125";"Central do Maranhão (MA)";"8534"
"2103158";"Centro do Guilherme (MA)";"13295"
"2103174";"Centro Novo do Maranhão (MA)";"21300"
"2103208";"Chapadinha (MA)";"78348"
"2103257";"Cidelândia (MA)";"14446"
"2103307";"Codó (MA)";"120548"
"2103406";"Coelho Neto (MA)";"48546"
"2103505";"Colinas (MA)";"40427"
"2103554";"Conceição do Lago-Açu (MA)";"15995"
"2103604";"Coroatá (MA)";"64123"
"2103703";"Cururupu (MA)";"30805"
"2103752";"Davinópolis (MA)";"12656"
"2103802";"Dom Pedro (MA)";"22897"
"2103901";"Duque Bacelar (MA)";"11148"
"2104008";"Esperantinópolis (MA)";"16833"
"2104057";"Estreito (MA)";"41397"
"2104073";"Feira Nova do Maranhão (MA)";"8347"
"2104081";"Fernando Falcão (MA)";"10204"
"2104099";"Formosa da Serra Negra (MA)";"18793"
"2104107";"Fortaleza dos Nogueiras (MA)";"12390"
"2104206";"Fortuna (MA)";"15251"
"2104305";"Godofredo Viana (MA)";"11654"
"2104404";"Gonçalves Dias (MA)";"17583"
"2104503";"Governador Archer (MA)";"10648"
"2104552";"Governador Edison Lobão (MA)";"18042"
"2104602";"Governador Eugênio Barros (MA)";"16522"
"2104628";"Governador Luiz Rocha (MA)";"7668"
"2104651";"Governador Newton Bello (MA)";"9965"
"2104677";"Governador Nunes Freire (MA)";"25052"
"2104701";"Graça Aranha (MA)";"6138"
"2104800";"Grajaú (MA)";"68458"
"2104909";"Guimarães (MA)";"11776"
"2105005";"Humberto de Campos (MA)";"28252"
"2105104";"Icatu (MA)";"26651"
"2105153";"Igarapé do Meio (MA)";"13968"
"2105203";"Igarapé Grande (MA)";"11718"
"2105302";"Imperatriz (MA)";"253873"
"2105351";"Itaipava do Grajaú (MA)";"15817"
"2105401";"Itapecuru Mirim (MA)";"67104"
"2105427";"Itinga do Maranhão (MA)";"25518"
"2105450";"Jatobá (MA)";"10027"
"2105476";"Jenipapo dos Vieiras (MA)";"16226"
"2105500";"João Lisboa (MA)";"23133"
"2105609";"Joselândia (MA)";"15861"
"2105658";"Junco do Maranhão (MA)";"3330"
"2105708";"Lago da Pedra (MA)";"49440"
"2105807";"Lago do Junco (MA)";"10638"
"2105906";"Lago Verde (MA)";"15962"
"2105922";"Lagoa do Mato (MA)";"11034"
"2105948";"Lago dos Rodrigues (MA)";"8689"
"2105963";"Lagoa Grande do Maranhão (MA)";"11202"
"2105989";"Lajeado Novo (MA)";"7427"
"2106003";"Lima Campos (MA)";"11670"
"2106102";"Loreto (MA)";"11943"
"2106201";"Luís Domingues (MA)";"6829"
"2106300";"Magalhães de Almeida (MA)";"19532"
"2106326";"Maracaçumé (MA)";"21063"
"2106359";"Marajá do Sena (MA)";"7630"
"2106375";"Maranhãozinho (MA)";"16062"
"2106409";"Mata Roma (MA)";"16567"
"2106508";"Matinha (MA)";"22962"
"2106607";"Matões (MA)";"33188"
"2106631";"Matões do Norte (MA)";"16552"
"2106672";"Milagres do Maranhão (MA)";"8306"
"2106706";"Mirador (MA)";"20605"
"2106755";"Miranda do Norte (MA)";"27999"
"2106805";"Mirinzal (MA)";"14690"
"2106904";"Monção (MA)";"32884"
"2107001";"Montes Altos (MA)";"8955"
"2107100";"Morros (MA)";"19116"
"2107209";"Nina Rodrigues (MA)";"14259"
"2107258";"Nova Colinas (MA)";"5298"
"2107308";"Nova Iorque (MA)";"4589"
"2107357";"Nova Olinda do Maranhão (MA)";"20588"
"2107407";"Olho d'Água das Cunhãs (MA)";"19145"
"2107456";"Olinda Nova do Maranhão (MA)";"14474"
"2107506";"Paço do Lumiar (MA)";"119915"
"2107605";"Palmeirândia (MA)";"19359"
"2107704";"Paraibano (MA)";"21008"
"2107803";"Parnarama (MA)";"34265"
"2107902";"Passagem Franca (MA)";"18699"
"2108009";"Pastos Bons (MA)";"19140"
"2108058";"Paulino Neves (MA)";"15779"
"2108108";"Paulo Ramos (MA)";"20635"
"2108207";"Pedreiras (MA)";"38433"
"2108256";"Pedro do Rosário (MA)";"24748"
"2108306";"Penalva (MA)";"37833"
"2108405";"Peri Mirim (MA)";"14048"
"2108454";"Peritoró (MA)";"22818"
"2108504";"Pindaré-Mirim (MA)";"32348"
"2108603";"Pinheiro (MA)";"81924"
"2108702";"Pio XII (MA)";"21007"
"2108801";"Pirapemas (MA)";"18302"
"2108900";"Poção de Pedras (MA)";"17384"
"2109007";"Porto Franco (MA)";"23511"
"2109056";"Porto Rico do Maranhão (MA)";"5847"
